Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
CO2_30_g0_r1_T1	0.00014915956045660726	0.0	7.458128203732197e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.729689509564478e-05	0.0	0.0	0.0	3.4994664188577846e-05	0.0	0.0	0.0	0.0	0.0	0.0012663116772931322	0.0	0.0006338943298152198	0.002536630530250904	0.004442385434052788	0.0	0.0	0.0009538313816883452	0.0	0.00386950731498112	0.014502920820797863	0.020855057351407715	0.0016397205916111896	0.0027380881755662135	0.002881705969934201	0.0	0.0	0.0	0.0	0.023245354719059676	0.0005300653040454583	0.002812290835869082	0.0029809813390568175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g0_r2_T1	0.0002893765526860655	0.0	2.89379902276407e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4471407248843663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005205296910135754	0.0	0.0005211835034997473	0.002085810232985003	0.002609480765517277	0.0	0.0	0.0005235136139715314	0.0	0.0010675035894808197	0.01813986973306048	0.028359676321560914	0.0007331539549990102	0.0017073149910792791	0.00091775956534907	0.0	0.0	0.0	0.0	0.03236468130596393	0.0010335703654704813	0.0011083771142293454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g0_r3_T1	0.00024619559419306655	0.0	0.00013677742537834004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.592784384328383e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004932823907155285	0.007629819128405368	0.0	0.0	0.0	0.0	0.0036724201248622846	0.01364057095532713	0.020572455647409765	0.0012622119001337946	0.0	0.0015884488003240437	0.0	0.0	0.0	0.0	0.027916892257715216	0.0	0.007741061493057235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g10_r1_T1	0.00014225209727008743	0.0	0.000165963180357167	0.0	0.0	0.0	0.0	0.0	0.0	1.1856068748126e-05	0.0	0.0	0.0	0.00011634236233166716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000409150235875111	0.00040956749672346	0.0	0.0	0.0	0.0	0.0	0.00892458723784025	0.015408320493066256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019236244161799896	0.0008085185514581632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g10_r2_T1	0.00018962055031676112	0.0	8.126724897359465e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.7092370896724968e-05	0.0	0.0	0.0	3.800155160335197e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01628085070459904	0.03161236514299551	0.000786707785260243	0.0	0.0	0.0	0.0	0.0	0.0	0.03604367645499841	0.0011040330326683374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g10_r3_T1	0.0001986960077749748	0.0	9.934963246845338e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.718420138574057e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006691680806825514	0.011223344556677891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02067568126369764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g4_r1_T1	0.00018096232871010775	0.0	7.238590081901027e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015288899036187804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002448954602504056	0.004902922141596391	0.0	0.0	0.0	0.0	0.003756809216705278	0.015271940133994674	0.027297408959452284	0.0	0.0	0.0021067489703264406	0.0	0.0	0.0	0.0	0.028836022847002717	0.0	0.004973516027155398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g4_r2_T1	6.484453522679376e-05	0.0	0.00016211396611818109	0.0	0.0	0.0	0.0	0.0	0.0	1.6214351127610837e-05	0.0	0.0	0.0	6.868183756882779e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012878631774160314	0.02088524637388912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026427352309640478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2_30_g4_r3_T1	0.00020128318027424832	0.0	7.54824650459575e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.774696898130242e-05	0.0	0.0	0.0	5.3392278408696535e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004789891413161664	0.01116385886755942	0.0	0.0	0.0	0.0	0.0	0.0	0.0007925123433797481	0.021816066320841616	0.0016987734855434375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
