"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"syn01240","syn01240","Biosynthesis of cofactors - Synechocystis sp. PCC 6803",138,-0.672112674950568,-1.5389854487419,1e-10,3.25e-09,1.10526315789474e-09,1083,"tags=60%, list=21%, signal=49%","slr0239/slr1790/sll0099/slr0400/sll0409/sll0927/sll1898/slr1779/slr0636/sll0017/slr0903/slr1691/slr1238/slr1518/sll0421/slr1626/sll1282/slr1476/sll0868/sll0603/sll0250/slr0886/sll1558/slr1979/sll0622/sll1653/slr0926/slr1096/slr1538/slr1598/slr0032/sll1797/slr1887/sll1127/sll0166/sll0753/slr0900/slr0536/sll1443/slr1787/slr0812/sll1994/sll1498/slr0185/slr0355/sll1890/slr1736/slr0066/slr0839/slr0902/sll0300/slr0426/slr1051/slr1332/slr1882/sll0378/sll0838/sll0635/sll0037/sll1815/sll1185/slr1368/slr1808/slr1364/slr1093/sll1018/slr0901/slr0493/slr0118/slr0633/sll1823/sll1894/sll0144/slr0204/sll0179/sll1605/slr0817/slr0526/sll0892/sll1931/slr0917/sll1069/sll0370"
"syn01110","syn01110","Biosynthesis of secondary metabolites - Synechocystis sp. PCC 6803",287,-0.659873700104478,-1.53084227482331,1e-10,3.25e-09,1.10526315789474e-09,1056,"tags=53%, list=21%, signal=44%","slr0348/sll0513/sll1112/sll1108/slr2094/slr2074/slr0940/sll0409/sll0927/slr0116/sll1898/slr0752/sll1468/sll0017/sll1973/slr0952/slr0838/slr1518/sll0421/sll0891/slr0394/sll1282/slr0506/slr1254/slr0665/sll0603/sll1058/slr0886/slr0549/sll1558/sll0504/slr1867/sll1214/slr0084/slr0597/slr0444/slr1542/sll1653/slr1840/slr0926/slr1022/slr1096/slr1030/sll1688/sll0373/sll0728/sll1747/slr0032/slr1777/sll1797/slr1887/sll0934/sll1908/slr0985/slr0966/slr0009/sll1127/slr0951/sll1363/sll0166/slr0056/slr0536/slr1133/sll1945/sll0109/sll1994/slr1349/sll1444/slr1055/slr2088/slr0550/sll1275/slr1736/sll1669/slr0739/slr1848/slr0055/slr0054/slr0066/slr0738/slr1165/sll0356/sll1470/slr0839/slr0121/sll0300/slr1898/slr1051/slr1882/sll1370/sll0378/slr0519/slr2130/sll0053/sll0065/slr1159/sll1958/slr1560/sll1815/sll1185/slr1808/slr0493/sll1342/slr0012/slr0546/sll1894/sll1721/slr1369/sll1893/slr0204/slr1226/sll1831/sll0402/slr0186/sll1662/slr0525/sll0018/slr0452/slr1255/slr0657/sll1184/sll0179/slr0652/slr0435/sll0506/slr1934/slr1517/sll0147/sll0757/slr0611/sll0900/slr1510/slr0817/sll1070/sll0469/slr1367/slr2136/sll0401/slr0608/ssl2084/slr0526/sll0892/sll1931/slr1289/sll1841/slr0543/sll0336/sll1172/slr0500/sll0019/slr1945"
"syn01230","syn01230","Biosynthesis of amino acids - Synechocystis sp. PCC 6803",93,-0.712394406059675,-1.61228743378507,1.87119540753485e-10,4.0542567163255e-09,1.37877556344673e-09,824,"tags=60%, list=16%, signal=51%","slr0394/slr0665/sll1058/slr0549/sll0504/slr1867/slr0084/slr0444/slr1022/sll1688/sll0373/sll1747/slr0032/sll0934/sll1908/slr0966/sll1363/slr1133/sll0109/sll1444/slr2088/slr0550/sll1275/sll1669/slr1848/slr0055/slr0738/sll0356/sll1470/slr1898/slr2130/sll0065/sll1958/slr1560/sll1342/slr0546/sll1893/sll0402/slr0186/sll1662/sll0018/slr0452/slr0657/slr0652/slr1517/sll0900/sll1070/sll0469/sll0401/slr0608/sll1931/slr1289/slr0543/sll1172/slr0500/slr1945"
"syn01120","syn01120","Microbial metabolism in diverse environments - Synechocystis sp. PCC 6803",129,-0.647956978961668,-1.48063438081335,9.88084910489856e-09,1.60563797954602e-07,5.46046924218078e-08,1032,"tags=47%, list=20%, signal=38%","sll1709/slr2094/slr1756/slr0752/slr0676/sll0017/sll0450/slr0952/sll0891/slr0394/slr0665/slr2141/sll1058/slr0549/sll0504/slr1256/slr1840/slr1022/slr1096/sll1688/sll0728/slr0898/slr1887/sll1908/slr0009/sll0166/sll0753/sll0992/sll1994/slr1349/slr0550/sll1275/slr1165/sll0378/sll0053/slr1808/sll1342/slr0012/sll1721/sll1831/slr1791/sll0018/slr0657/sll0920/sll0179/slr0435/slr1934/sll0828/sll1070/sll0469/sll0401/sll1931/slr1289/sll1525/sll1841/sll0336/sll1172/sll1454/slr0963/slr1945"
"syn03010","syn03010","Ribosome - Synechocystis sp. PCC 6803",54,-0.750434838709514,-1.66682767903079,1.29030852773926e-08,1.67740108606104e-07,5.70452191211042e-08,964,"tags=89%, list=19%, signal=73%","ssr1399/sll1821/sll1811/ssl3436/sll1096/ssr1736/sll1813/slr1356/ssl0601/sll1822/sll1801/sll1799/sll1803/slr0469/sll1800/sll1809/sll1806/sll1807/ssr1398/sml0006/sll1819/sll1805/ssl3445/sll1744/ssl3432/sll1746/sll1740/sll1804/slr0628/sll1817/ssl3437/sll1812/ssl2233/sll1808/ssl1784/sll1824/sll1745/sll1101/sll0767/sll1802/ssr2799/sll1097/ssl1426/slr1678/sll1743/sll1810/sll1260/smr0011"
"syn01210","syn01210","2-Oxocarboxylic acid metabolism - Synechocystis sp. PCC 6803",26,-0.8254894834134,-1.76035739893397,2.18962661363716e-07,2.37209549810693e-06,8.06704541866324e-07,802,"tags=81%, list=16%, signal=68%","slr0665/slr0549/slr1022/slr1096/slr0032/sll1363/sll1444/slr2088/sll1470/slr1898/sll0065/sll1721/sll0402/slr0186/slr0452/slr0657/slr1934/slr1517/sll0401/slr1289/sll1841"
"syn00970","syn00970","Aminoacyl-tRNA biosynthesis - Synechocystis sp. PCC 6803",26,-0.815794591248361,-1.73968302876026,5.27231358824204e-07,4.89571976051046e-06,1.66494113312907e-06,629,"tags=81%, list=12%, signal=71%","slr0070/slr0877/slr1550/slr0638/sll0362/slr0357/slr0958/slr0649/sll0502/sll0454/sll0179/sll1425/slr0557/sll1435/slr1720/sll1553/slr0220/sll1362/slr1884/sll1074/sll0078"
"syn01200","syn01200","Carbon metabolism - Synechocystis sp. PCC 6803",73,-0.655901937785508,-1.47374133026895,1.52497773584129e-05,0.000123904441037105,4.21375427008777e-05,1032,"tags=45%, list=20%, signal=37%","sll1709/slr2094/slr0752/slr0952/sll0891/slr0394/slr0665/slr2141/slr1096/sll0728/sll1908/slr0009/sll0753/sll0992/slr1349/sll1275/sll0053/sll1342/slr0012/sll1721/sll0018/sll0920/slr0435/slr1934/sll1070/sll0469/sll0401/sll1931/slr1289/sll1525/sll1841/sll0336/slr1945"
"syn00196","syn00196","Photosynthesis - antenna proteins - Synechocystis sp. PCC 6803",15,0.76945437614956,2.59798155528836,2.58373895806955e-05,0.000186603369193912,6.34602551104802e-05,262,"tags=60%, list=5%, signal=57%","slr2051/sll1051/sll1579/sll1580/slr1878/sll1578/sll1577/slr1459/ssr3383"
"syn00400","syn00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Synechocystis sp. PCC 6803",18,-0.811278373309148,-1.68473686052465,7.91491955608691e-05,0.000486537835048515,0.000165462259692613,745,"tags=89%, list=15%, signal=76%","slr1867/slr0444/sll1747/sll0934/slr0966/sll0109/sll1669/slr0055/slr0738/sll0356/slr2130/sll1958/slr0546/sll0402/sll1662/slr0543"
